No,Group,No1,No2,No3,No4,No5,No6
304,1,7,6,1,5,1,5
305,1,7,6,3,1,5,2
306,1,7,6,5,3,5,7
307,1,7,6,8,4,8,6
308,1,7,6,9,2,9,1
309,1,7,7,0,2,7,3
310,1,7,7,4,1,2,3
311,1,7,7,7,2,1,8
312,1,7,8,1,9,2,2
313,1,7,8,2,3,2,9
314,1,7,8,5,3,4,2
315,1,7,8,8,8,4,5
316,1,7,9,1,3,8,4
317,1,7,9,3,2,9,7
318,1,7,9,4,4,2,3
319,1,7,9,4,9,9,1
320,1,7,9,9,2,4,1
321,1,7,9,9,7,2,0
322,1,8,0,1,2,1,3
323,1,8,0,1,3,8,6
324,1,8,0,4,0,0,1
325,1,8,0,4,4,7,3
326,1,8,0,8,9,1,5
327,1,8,0,9,3,9,9
328,1,8,0,9,9,4,7
329,1,8,1,3,8,2,7
330,1,8,1,4,8,1,2
331,1,8,2,1,2,1,8
332,1,8,2,1,3,3,0
333,1,8,2,2,5,4,6
334,1,8,2,3,0,1,8
335,1,8,2,4,9,4,7
336,1,8,2,6,4,7,8
337,1,8,3,0,3,0,2
338,1,8,3,1,0,9,4
339,1,8,3,1,6,0,3
340,1,8,3,2,3,0,4
341,1,8,4,0,2,3,1
342,1,8,4,0,7,2,9
343,1,8,4,1,0,4,1
344,1,8,4,2,5,0,7
345,1,8,5,1,4,3,9
346,1,8,5,5,7,8,4
347,1,8,5,5,9,7,4
348,1,8,5,7,4,4,8
349,1,8,6,2,7,2,5
350,1,8,6,8,2,1,0
351,1,8,7,1,3,2,2
352,1,8,7,3,1,6,2
353,1,8,7,6,6,1,0
354,1,8,8,1,2,2,7
355,1,8,8,1,4,9,6
356,1,8,8,2,7,2,9
357,1,8,8,5,0,8,4
358,1,8,8,6,2,4,3
359,1,8,8,7,9,0,4
360,1,8,8,8,4,1,9
361,1,8,9,0,9,4,6
362,1,8,9,6,4,6,8
363,1,8,9,7,2,4,9
364,1,8,9,9,3,2,2
365,1,9,0,2,0,9,5
366,1,9,0,2,1,2,0
367,1,9,0,2,5,8,4
368,1,9,1,3,5,8,0
369,1,9,1,5,3,2,1
370,1,9,1,7,7,9,0
371,1,9,1,8,0,0,9
372,1,9,2,3,4,7,7
373,1,9,3,0,5,6,4
374,1,9,3,3,1,0,2
375,1,9,3,5,0,6,4
376,1,9,3,6,4,0,2
377,1,9,3,9,7,0,3
378,1,9,4,2,5,0,2
379,1,9,4,6,2,5,2
380,1,9,4,6,4,1,7
381,1,9,4,8,3,1,2
382,1,9,4,9,9,6,6
383,1,9,5,0,1,8,6
384,1,9,5,6,0,0,1
385,1,9,5,9,3,6,4
386,1,9,6,0,3,3,8
387,1,9,6,6,7,6,9
388,1,9,7,0,1,3,6
389,1,9,7,3,5,4,6
390,1,9,7,4,0,5,1
391,1,9,8,7,8,8,1
392,1,9,9,1,7,8,2
393,1,9,9,3,1,6,7
394,1,9,9,8,1,0,5
395,1,9,9,9,6,4,9
396,2,0,0,1,0,2,4
397,2,0,0,4,1,5,0
398,2,0,0,4,1,7,3
399,2,0,0,4,6,5,3
400,2,0,0,5,2,1,8
401,2,0,1,0,1,0,2
402,2,0,2,4,3,1,1
403,2,0,2,5,4,0,0
404,2,0,2,9,8,4,2
405,2,0,3,0,9,5,4
406,2,0,3,2,1,4,6
407,2,0,3,2,2,4,1
408,2,0,3,4,5,3,8
409,2,0,3,4,9,0,3
410,2,0,3,5,7,5,4
411,2,0,3,5,8,5,2
412,2,0,4,5,8,9,6
413,2,0,5,0,9,9,7
414,2,0,5,2,9,4,1
415,2,0,5,6,1,1,4
416,2,0,5,7,0,0,0
417,2,0,6,4,0,5,2
418,2,0,6,6,5,2,1
419,2,0,6,9,9,7,4
420,2,0,7,4,4,4,8
421,2,0,7,7,4,9,2
422,2,0,8,1,3,7,1
423,2,0,8,2,9,1,3
424,2,0,8,3,6,9,8
425,2,0,8,5,6,2,4
426,2,0,8,6,5,4,2
427,2,0,8,8,1,9,0
428,2,0,9,5,4,2,5
429,2,0,9,7,3,5,1
430,2,0,9,9,7,4,1
431,2,1,0,9,1,0,2
432,2,1,0,9,3,2,9
433,2,1,1,2,0,5,8
434,2,1,1,2,8,4,0
435,2,1,1,3,4,0,0
436,2,1,1,5,5,6,0
437,2,1,1,8,1,3,9
438,2,1,2,1,4,8,2
439,2,1,2,3,5,9,9
440,2,1,2,7,5,7,1
441,2,1,2,7,8,4,6
442,2,1,3,2,0,9,2
443,2,1,3,2,7,3,1
444,2,1,3,4,3,3,1
445,2,1,3,5,5,3,6
446,2,1,3,5,7,4,6
447,2,1,3,8,2,4,8
448,2,1,4,8,7,4,8
449,2,1,5,3,2,0,0
450,2,1,5,4,4,6,9
451,2,1,5,4,7,6,6
452,2,1,5,7,3,5,2
453,2,1,5,7,5,8,8
454,2,1,5,8,0,2,6
455,2,1,5,9,0,8,5
456,2,1,6,2,1,7,3
457,2,1,6,3,3,6,6
458,2,1,6,3,5,0,5
459,2,1,6,6,7,7,6
460,2,1,6,9,8,2,9
461,2,1,6,9,9,4,4
462,2,1,7,1,2,1,9
463,2,1,7,3,4,9,2
464,2,1,7,6,5,1,3
465,2,1,8,1,5,3,3
466,2,1,8,4,2,3,8
467,2,1,8,6,4,2,1
468,2,1,8,7,8,0,0
469,2,1,9,0,3,7,7
470,2,1,9,0,7,8,4
471,2,1,9,0,9,6,3
472,2,1,9,2,9,9,2
473,2,1,9,3,8,1,8
474,2,1,9,5,5,5,2
475,2,1,9,6,6,1,6
476,2,1,9,7,4,6,3
477,2,2,0,5,7,5,6
478,2,2,0,9,4,4,1
479,2,2,1,3,8,2,1
480,2,2,1,4,5,3,0
481,2,2,1,6,2,2,6
482,2,2,1,6,9,3,4
483,2,2,1,8,2,7,8
484,2,2,2,4,9,4,1
485,2,2,2,7,0,9,0
486,2,2,2,7,1,1,9
487,2,2,2,7,2,3,8
488,2,2,3,4,1,0,6
489,2,2,3,4,8,5,7
490,2,2,3,5,6,3,6
491,2,2,3,6,6,2,3
492,2,2,3,6,6,7,8
493,2,2,4,0,8,9,0
494,2,2,4,3,0,7,8
495,2,2,4,3,2,5,6
496,2,2,4,3,3,9,6
497,2,2,4,4,0,9,9
498,2,2,4,5,7,8,6
499,2,2,5,5,1,6,5
500,2,2,5,9,5,1,3
501,2,2,6,4,3,7,4
502,2,2,6,7,3,4,6
503,2,2,7,5,0,8,7
504,2,2,7,6,0,5,4
505,2,2,7,7,5,0,3
506,2,2,7,8,7,1,9
507,2,2,8,0,4,9,0
508,2,2,8,1,4,7,4
509,2,2,8,2,2,9,8
510,2,2,8,5,3,0,6
511,2,2,8,7,2,3,7
512,2,2,8,7,5,8,7
513,2,2,8,9,9,0,3
514,2,2,9,3,0,2,5
515,2,2,9,5,6,2,4
516,2,2,9,8,0,2,5
517,2,3,0,4,8,1,6
518,2,3,0,8,5,8,2
519,2,3,1,0,2,1,7
520,2,3,1,2,3,6,6
521,2,3,1,3,9,8,2
522,2,3,1,9,8,3,7
523,2,3,2,0,0,1,8
524,2,3,2,0,5,9,2
525,2,3,2,2,3,5,6
526,2,3,2,4,8,6,2
527,2,3,3,2,9,3,0
528,2,3,4,2,0,1,2
529,2,3,4,6,0,2,6
530,2,3,5,2,9,4,0
531,2,3,5,7,4,3,1
532,2,3,6,1,2,1,5
533,2,3,6,3,9,7,5
534,2,3,7,2,1,0,9
535,2,3,7,4,7,2,8
536,2,3,7,5,1,8,7
537,2,3,7,7,7,2,5
538,2,3,8,4,1,6,7
539,2,3,8,8,1,5,4
540,2,3,9,0,7,0,2
541,2,3,9,2,5,6,9
542,2,3,9,3,8,5,0
543,2,3,9,4,0,9,1
544,2,3,9,6,0,8,2
545,2,3,9,6,1,5,8
546,2,3,9,6,3,3,4
547,2,3,9,9,6,4,5
548,2,4,0,1,0,4,6
549,2,4,0,1,7,6,0
550,2,4,0,3,2,5,6
551,2,4,0,4,2,8,3
552,2,4,0,5,9,8,2
553,2,4,0,6,5,3,7
554,2,4,1,0,5,3,8
555,2,4,1,5,9,3,6
556,2,4,1,6,9,0,2
557,2,4,2,1,0,4,7
558,2,4,2,1,6,7,7
559,2,4,2,3,8,2,7
560,2,4,2,7,7,5,9
561,2,4,3,3,5,2,8
562,2,4,3,5,9,1,6
563,2,4,3,6,5,6,0
564,2,4,3,7,4,4,9
565,2,4,3,9,8,3,6
566,2,4,4,6,5,6,3
567,2,4,5,1,9,4,0
568,2,4,5,4,7,2,6
569,2,4,5,5,7,2,4
570,2,4,6,3,0,3,8
571,2,4,6,7,4,9,0
572,2,4,6,7,6,1,2
573,2,4,7,0,1,4,6
574,2,4,7,2,1,3,7
575,2,4,7,4,9,3,1
576,2,4,7,7,4,6,6
577,2,4,8,2,7,5,2
578,2,4,8,5,1,5,6
579,2,4,8,5,2,1,3
580,2,4,9,0,4,6,7
581,2,4,9,1,5,4,9
582,2,4,9,1,7,4,1
583,2,4,9,2,6,5,4
584,2,4,9,5,1,2,4
585,2,4,9,5,8,4,7
586,2,4,9,7,8,5,0
587,2,4,9,8,9,8,3
588,2,5,0,0,4,5,7
589,2,5,0,3,4,0,9
590,2,5,0,9,7,9,0
591,2,5,0,9,9,4,6
592,2,5,1,9,3,8,8
593,2,5,1,9,6,9,5
594,2,5,2,1,0,2,5
595,2,5,2,1,7,8,0
596,2,5,2,1,9,1,5
597,2,5,2,3,0,7,7
598,2,5,2,3,8,1,9
599,2,5,2,5,0,5,4
600,2,5,2,6,7,3,3
601,2,5,2,8,6,8,0
602,2,5,2,9,4,8,3
603,2,5,3,0,8,7,6
604,2,5,3,4,3,8,4
605,2,5,3,5,1,4,1
606,2,5,3,5,9,2,3
607,2,5,3,9,0,8,0
608,2,5,4,3,6,8,2
609,2,5,4,5,5,0,2
610,2,5,4,7,5,5,8
611,2,5,4,7,9,3,3
612,2,5,4,9,0,1,0
613,2,5,4,9,4,2,0
614,2,5,5,2,2,1,3
615,2,5,5,3,4,6,8
616,2,5,5,6,3,5,5
617,2,5,5,6,8,8,2
618,2,5,5,9,7,0,2
619,2,5,7,2,0,9,9
620,2,5,7,2,4,8,3
621,2,5,7,3,4,8,8
622,2,5,7,5,2,6,0
623,2,5,8,1,3,2,7
624,2,5,8,1,4,6,9
625,2,5,8,3,1,4,0
626,2,5,9,6,0,0,0
627,2,5,9,7,0,3,8
628,2,6,0,2,7,5,7
629,2,6,0,3,5,3,5
630,2,6,0,6,0,6,7
631,2,6,0,9,7,3,5
632,2,6,1,3,2,2,7
633,2,6,1,9,0,7,1
634,2,6,2,0,2,1,4
635,2,6,2,5,3,0,5
636,2,6,2,6,8,1,8
637,2,6,2,7,7,0,0
638,2,6,3,0,4,1,2
639,2,6,3,2,7,8,8
640,2,6,3,4,4,7,6
641,2,6,3,6,6,8,7
642,2,6,3,7,8,3,0
643,2,6,4,4,3,3,7
644,2,6,6,1,8,7,9
645,2,6,6,4,6,0,3
646,2,6,6,6,3,7,3
647,2,6,6,8,3,8,4
648,2,6,7,1,1,6,5
649,2,6,7,1,5,0,4
650,2,6,7,4,5,3,4
651,2,6,7,7,6,6,0
652,2,6,7,9,0,8,5
653,2,6,8,2,0,9,3
654,2,6,8,4,1,0,3
655,2,6,8,6,9,8,4
656,2,6,9,1,1,6,8
657,2,6,9,4,4,7,1
658,2,6,9,7,0,7,2
659,2,6,9,7,3,0,5
660,2,7,0,0,2,5,4
661,2,7,0,2,9,2,0
662,2,7,0,4,8,3,1
663,2,7,0,6,8,6,3
664,2,7,1,0,4,3,7
665,2,7,1,5,0,0,1
666,2,7,1,8,6,2,4
667,2,7,2,0,9,5,6
668,2,7,2,2,4,6,5
669,2,7,2,4,7,2,1
670,2,7,2,5,4,3,8
671,2,7,2,6,8,9,9
672,2,7,2,7,7,3,9
673,2,7,2,8,2,2,8
674,2,7,3,0,2,9,4
675,2,7,3,2,8,8,0
676,2,7,3,4,5,5,8
677,2,7,3,7,6,1,2
678,2,7,3,7,7,0,7
679,2,7,4,6,4,3,5
680,2,7,4,7,5,5,3
681,2,7,4,7,8,7,5
682,2,7,5,7,7,2,8
683,2,7,5,8,4,5,0
684,2,7,5,8,4,6,3
685,2,7,6,0,5,8,2
686,2,7,6,2,6,7,3
687,2,7,6,3,4,3,4
688,2,7,6,5,9,3,6
689,2,7,6,8,6,2,8
690,2,7,7,4,0,8,9
691,2,7,7,4,4,8,4
692,2,7,7,5,4,1,5
693,2,7,8,2,0,6,2
694,2,7,8,5,0,6,2
695,2,7,8,7,2,0,0
696,2,7,8,7,4,5,7
697,2,7,8,8,4,5,2
698,2,7,9,2,1,5,4
699,2,7,9,2,7,8,6
700,2,7,9,4,1,9,1
701,2,7,9,5,7,2,3
702,2,7,9,6,1,3,1
703,2,8,0,3,5,9,3
704,2,8,0,6,6,5,3
705,2,8,0,8,5,9,5
706,2,8,0,9,3,0,1
707,2,8,1,0,6,8,7
708,2,8,1,2,7,2,2
709,2,8,1,3,0,2,4
710,2,8,1,3,3,9,3
711,2,8,1,3,8,2,7
712,2,8,1,4,7,4,2
713,2,8,1,8,4,3,4
714,2,8,2,4,4,6,1
715,2,8,2,5,0,2,0
716,2,8,2,5,0,8,2
717,2,8,3,1,5,1,0
718,2,8,3,2,8,9,7
719,2,8,3,5,2,2,9
720,2,8,3,7,9,3,6
721,2,8,4,0,3,3,4
722,2,8,4,4,8,5,3
723,2,8,4,5,4,4,3
724,2,8,4,6,4,7,8
725,2,8,5,2,4,5,3
726,2,8,5,6,9,0,6
727,2,8,5,8,3,4,4
728,2,8,5,8,9,7,8
729,2,8,6,0,7,2,1
730,2,8,6,1,7,9,0
731,2,8,6,2,0,7,2
732,2,8,6,3,6,6,1
733,2,8,6,5,9,1,7
734,2,8,7,0,0,8,1
735,2,8,7,0,4,5,7
736,2,8,7,3,5,4,7
737,2,8,7,7,0,3,0
738,2,8,7,7,8,8,3
739,2,8,7,8,8,7,7
740,2,8,8,1,7,1,6
741,2,8,8,6,0,0,7
742,2,8,9,0,2,0,2
743,2,8,9,5,2,7,7
744,2,8,9,9,2,7,5
745,2,8,9,9,7,0,3
746,2,9,0,7,4,9,7
747,2,9,0,9,4,8,2
748,2,9,1,0,8,3,6
749,2,9,1,1,3,0,2
750,2,9,1,3,6,2,3
751,2,9,2,2,4,1,3
752,2,9,2,4,0,4,5
753,2,9,2,4,7,5,1
754,2,9,2,5,0,0,6
755,2,9,2,7,5,9,8
756,2,9,2,8,1,9,9
757,2,9,2,8,4,4,0
758,2,9,2,8,5,9,5
759,2,9,2,9,6,2,5
760,2,9,3,2,0,6,7
761,2,9,3,8,3,7,2
762,2,9,3,8,4,0,7
763,2,9,4,1,1,8,1
764,2,9,4,3,2,0,5
765,2,9,4,5,2,6,8
766,2,9,4,5,7,5,7
767,2,9,4,9,0,4,2
768,2,9,5,0,5,2,1
769,2,9,5,3,0,3,8
770,2,9,5,4,2,8,4
771,2,9,5,5,5,8,0
772,2,9,5,6,6,2,6
773,2,9,5,8,9,7,6
774,2,9,6,1,8,8,0
775,2,9,6,2,8,4,9
776,2,9,6,3,4,0,6
777,2,9,6,4,9,1,3
778,2,9,7,0,3,8,1
779,2,9,7,0,5,7,3
780,2,9,7,2,3,1,1
781,2,9,7,4,3,9,9
782,2,9,7,4,7,6,7
783,2,9,7,6,1,8,4
784,2,9,7,6,3,3,9
785,2,9,8,1,1,5,5
786,2,9,8,1,7,8,0
787,2,9,8,4,5,0,6
788,2,9,9,1,4,0,2
789,2,9,9,6,7,2,5
790,2,9,9,7,4,0,3
791,3,0,0,0,3,2,8
792,3,0,0,0,5,5,1
793,3,0,0,2,6,3,2
794,3,0,0,5,8,6,8
795,3,0,1,2,0,1,5
796,3,0,1,7,3,9,7
797,3,0,2,3,4,5,8
798,3,0,3,4,4,7,7
799,3,0,4,3,1,6,9
800,3,0,4,7,2,1,9
801,3,0,5,1,0,1,5
802,3,0,5,4,0,1,0
803,3,0,5,6,5,7,7
804,3,0,6,0,7,4,2
805,3,0,6,5,2,5,8
806,3,0,6,6,5,0,1
807,3,0,6,8,3,3,8
808,3,0,7,1,0,3,1
809,3,0,7,2,2,1,5
810,3,0,7,2,4,5,3
811,3,0,7,6,4,2,4
812,3,0,7,7,4,3,9
813,3,0,8,4,4,7,0
814,3,0,8,6,4,3,3
815,3,0,9,1,0,9,9
816,3,0,9,1,2,7,6
817,3,0,9,2,5,0,5
818,3,0,9,3,6,9,0
819,3,0,9,7,9,8,3
820,3,1,0,1,6,8,1
821,3,1,0,6,4,4,7
822,3,1,1,3,3,0,0
823,3,1,1,8,8,4,7
824,3,1,1,9,8,5,6
825,3,1,2,0,0,7,1
826,3,1,2,3,7,1,0
827,3,1,2,4,4,6,5
828,3,1,2,6,0,8,3
829,3,1,2,8,9,2,0
830,3,1,3,2,1,4,2
831,3,1,3,3,1,9,6
832,3,1,3,5,2,9,7
833,3,1,3,5,4,9,3
834,3,1,3,8,6,8,5
835,3,1,3,8,7,9,2
836,3,1,4,0,0,5,0
837,3,1,4,4,6,4,6
838,3,1,4,5,4,2,0
839,3,1,4,7,3,8,3
840,3,1,5,2,7,7,9
841,3,1,5,3,3,2,0
842,3,1,5,5,1,0,6
843,3,1,5,8,5,0,7
844,3,1,5,9,8,0,5
845,3,1,6,2,7,3,8
846,3,1,6,7,8,3,6
847,3,1,6,9,6,5,3
848,3,1,7,6,4,4,3
849,3,1,8,0,0,8,5
850,3,1,8,1,4,6,8
851,3,1,8,1,9,3,8
852,3,1,8,2,5,2,6
853,3,1,8,6,9,4,5
854,3,1,9,5,1,0,9
855,3,1,9,5,4,8,3
856,3,2,0,2,0,2,9
857,3,2,0,3,9,6,0
858,3,2,0,9,1,7,8
859,3,2,0,9,4,9,6
860,3,2,1,0,6,8,1
861,3,2,1,1,8,0,4
862,3,2,1,3,7,0,8
863,3,2,1,9,1,9,3
864,3,2,2,5,0,3,1
865,3,2,2,7,5,7,4
866,3,2,3,0,9,7,9
867,3,2,3,1,7,7,1
868,3,2,3,8,9,2,6
869,3,2,3,9,9,0,1
870,3,2,4,0,6,0,7
871,3,2,4,5,2,0,2
872,3,2,4,7,6,4,1
