No,No1,No2,No3,No4,No5,No6
185,1,10,17,24,27,36
186,1,10,18,31,41,43
187,1,10,18,33,40,42
188,1,10,19,24,26,28
189,1,10,22,24,30,39
190,1,10,24,28,32,37
191,1,11,12,18,35,39
192,1,11,12,23,30,39
193,1,11,13,16,24,43
194,1,11,13,16,38,40
195,1,11,15,26,40,45
196,1,11,16,20,22,28
197,1,11,18,23,28,33
198,1,11,19,22,30,34
199,1,11,22,27,34,41
200,1,11,22,28,32,45
201,1,11,24,26,30,33
202,1,11,24,43,44,45
203,1,11,25,27,30,33
204,1,11,26,31,32,42
205,1,11,28,35,38,42
206,1,12,13,22,31,38
207,1,12,14,23,25,35
208,1,12,15,16,41,44
209,1,12,15,19,33,44
210,1,12,15,27,28,29
211,1,12,15,38,42,44
212,1,12,16,18,29,32
213,1,12,16,19,20,24
214,1,12,17,19,25,26
215,1,12,17,20,38,41
216,1,12,20,22,27,43
217,1,12,20,23,28,32
218,1,12,21,31,42,44
219,1,12,22,25,27,42
220,1,12,22,25,28,41
221,1,13,15,18,26,38
222,1,13,15,19,31,34
223,1,13,16,18,38,44
224,1,13,16,28,31,36
225,1,13,18,25,26,30
226,1,13,18,26,29,34
227,1,13,20,24,31,33
228,1,13,21,22,23,27
229,1,13,21,25,44,45
230,1,13,22,25,35,36
231,1,13,24,25,27,37
232,1,13,24,32,33,37
233,1,13,26,30,31,44
234,1,14,15,22,29,38
235,1,14,17,20,26,39
236,1,14,18,32,33,34
237,1,14,19,21,26,34
238,1,14,20,24,28,31
239,1,14,22,25,34,43
240,1,15,20,30,32,45
241,1,15,21,30,38,42
242,1,15,24,32,38,41
243,1,15,25,26,28,30
244,1,16,18,41,44,45
245,1,16,19,20,28,42
246,1,17,19,21,24,37
247,1,17,22,26,37,41
248,1,17,28,40,41,45
249,1,17,31,37,38,39
250,1,17,34,37,39,45
251,1,18,26,29,31,37
252,1,19,22,31,32,33
253,1,19,26,32,44,45
254,1,20,21,26,30,32
255,1,20,22,24,29,32
256,1,20,23,34,35,38
257,1,20,24,31,32,44
258,1,20,26,28,40,45
259,1,20,31,32,35,45
260,1,20,31,34,37,40
261,1,21,24,33,36,38
262,1,21,27,29,30,36
263,1,21,28,36,37,44
264,1,21,36,38,40,42
265,1,22,24,27,40,41
266,1,23,24,28,32,35
267,1,23,27,30,36,44
268,1,23,28,31,36,43
269,1,23,30,32,35,43
270,1,24,36,37,40,41
271,1,25,30,32,33,44
272,1,26,27,32,38,40
273,1,26,30,31,38,44
274,1,27,35,36,38,43
275,2,3,4,7,10,19
276,2,3,4,8,15,41
277,2,3,4,11,25,38
278,2,3,4,14,40,45
279,2,3,4,18,21,22
280,2,3,5,15,21,24
281,2,3,5,15,22,40
282,2,3,6,9,10,32
283,2,3,6,13,19,23
284,2,3,6,13,37,43
285,2,3,7,9,24,26
286,2,3,7,13,20,32
287,2,3,7,18,32,34
288,2,3,7,22,31,41
289,2,3,7,30,40,41
290,2,3,8,13,25,31
291,2,3,8,22,28,35
292,2,3,8,28,38,39
293,2,3,9,18,38,41
294,2,3,9,24,38,39
295,2,3,10,17,24,34
296,2,3,12,15,28,39
297,2,3,12,16,22,30
298,2,3,14,15,24,32
299,2,3,17,36,37,45
300,2,3,18,30,41,42
301,2,4,5,15,16,45
302,2,4,5,22,24,40
303,2,4,5,23,40,45
304,2,4,5,28,31,42
305,2,4,6,7,10,27
306,2,4,6,10,35,43
307,2,4,6,15,25,45
308,2,4,6,24,27,44
309,2,4,6,27,31,44
310,2,4,7,10,13,23
311,2,4,7,18,36,43
312,2,4,7,21,41,44
313,2,4,7,22,35,43
314,2,4,8,9,34,36
315,2,4,9,32,36,45
316,2,4,10,14,37,40
317,2,4,10,16,21,27
318,2,4,10,17,33,42
319,2,4,10,21,23,28
320,2,4,12,19,22,43
321,2,4,14,19,36,39
322,2,4,14,26,29,35
323,2,4,15,16,20,37
324,2,4,16,28,33,41
325,2,4,21,23,32,44
326,2,5,6,8,12,39
327,2,5,6,12,29,44
328,2,5,6,15,23,24
329,2,5,6,16,23,39
330,2,5,7,13,18,21
331,2,5,7,26,39,42
332,2,5,10,12,19,31
333,2,5,10,29,37,38
334,2,5,10,30,35,41
335,2,5,11,37,40,44
336,2,5,12,14,16,36
337,2,5,12,14,30,44
338,2,5,12,15,21,33
339,2,5,13,21,32,34
340,2,5,14,17,28,36
341,2,5,14,22,33,41
342,2,5,15,26,44,45
343,2,5,20,21,30,45
344,2,5,21,24,25,35
345,2,5,24,29,30,39
346,2,5,25,29,40,41
347,2,5,25,36,38,45
348,2,5,26,27,32,34
349,2,5,36,38,39,43
350,2,6,7,10,31,41
351,2,6,7,16,18,43
352,2,6,8,35,38,44
353,2,6,9,23,31,34
354,2,6,12,16,19,28
355,2,6,12,17,22,43
356,2,6,12,22,28,45
357,2,6,15,22,35,37
358,2,6,17,18,20,40
359,2,6,20,27,29,40
360,2,6,22,31,33,44
361,2,6,25,27,34,42
362,2,6,26,29,37,41
363,2,6,27,40,41,45
364,2,6,28,30,34,39
365,2,7,8,14,22,34
366,2,7,8,16,24,30
367,2,7,9,17,26,36
368,2,7,10,20,35,36
369,2,7,12,21,23,44
370,2,7,13,17,26,43
371,2,7,16,22,39,42
372,2,7,16,24,25,45
373,2,7,17,29,37,45
374,2,7,18,21,34,37
375,2,7,23,36,37,38
376,2,7,26,39,43,44
377,2,8,9,11,35,45
378,2,8,10,21,41,43
379,2,8,11,22,28,36
380,2,8,12,19,21,23
381,2,8,12,20,23,36
382,2,8,13,19,23,43
383,2,8,14,15,24,28
384,2,8,14,15,30,41
385,2,8,14,19,27,36
386,2,8,15,26,31,45
387,2,8,16,30,33,38
388,2,8,21,28,30,36
389,2,8,23,34,38,45
390,2,8,24,30,38,45
391,2,8,25,32,34,37
392,2,8,31,34,39,42
393,2,9,10,19,32,42
394,2,9,10,27,35,44
395,2,9,11,14,36,37
396,2,9,11,15,33,36
397,2,9,11,22,25,40
398,2,9,11,29,35,43
399,2,9,11,32,33,45
400,2,9,12,26,33,39
401,2,9,13,14,35,44
402,2,9,15,20,23,33
403,2,9,15,21,28,39
404,2,9,15,28,34,43
405,2,9,16,17,35,37
406,2,9,17,19,20,39
407,2,9,18,20,24,45
408,2,9,18,29,38,42
409,2,9,20,21,29,42
410,2,10,11,15,20,28
411,2,10,11,15,29,34
412,2,10,11,35,43,45
413,2,10,12,17,27,37
414,2,10,12,20,29,44
415,2,10,12,29,31,39
416,2,10,12,34,39,44
417,2,10,14,26,29,33
418,2,10,14,29,32,44
419,2,10,16,28,33,43
420,2,10,17,18,20,44
421,2,10,17,19,28,29
422,2,10,17,21,29,45
423,2,10,17,38,43,45
424,2,10,18,22,27,28
425,2,10,19,25,29,32
426,2,10,23,31,42,43
427,2,11,12,13,17,39
428,2,11,12,17,24,31
429,2,11,14,17,21,41
430,2,11,14,18,19,20
431,2,11,16,25,29,30
432,2,11,18,19,21,35
433,2,11,18,22,31,37
434,2,11,18,33,36,45
435,2,11,20,23,28,45
436,2,11,21,23,36,41
437,2,11,23,29,36,44
438,2,11,25,33,37,40
439,2,12,13,19,20,39
440,2,12,14,16,17,23
441,2,12,14,16,18,35
442,2,12,14,26,29,42
443,2,12,15,16,20,41
444,2,12,15,17,18,37
445,2,12,15,18,24,43
446,2,12,15,23,28,45
447,2,12,15,26,28,29
448,2,12,17,18,22,38
449,2,12,20,30,41,43
450,2,12,31,34,40,42
451,2,13,14,33,39,40
452,2,13,15,17,19,25
453,2,13,16,21,25,28
454,2,13,17,33,36,39
455,2,13,20,38,39,42
456,2,13,21,26,32,44
457,2,13,21,26,41,44
458,2,13,23,29,35,39
459,2,13,27,34,35,38
460,2,13,31,32,35,39
461,2,13,35,38,43,44
462,2,14,15,27,36,42
463,2,14,16,18,24,45
464,2,14,16,20,27,28
465,2,14,16,23,32,40
466,2,14,17,21,26,37
467,2,14,17,28,31,35
468,2,14,17,32,39,43
469,2,14,23,24,42,44
470,2,14,30,34,41,42
471,2,14,35,37,44,45
472,2,15,17,19,38,40
473,2,15,17,20,24,36
474,2,15,19,24,41,42
475,2,15,20,21,23,25
476,2,15,20,28,37,38
477,2,15,22,26,38,42
478,2,16,19,22,31,36
479,2,16,21,26,38,39
480,2,16,21,27,30,36
481,2,16,22,23,35,36
482,2,16,22,31,35,37
483,2,16,24,25,31,37
484,2,17,19,25,30,37
485,2,17,20,26,43,45
486,2,17,21,23,32,41
487,2,17,22,25,30,38
488,2,17,22,25,37,44
489,2,17,22,37,40,45
490,2,17,27,30,32,44
491,2,17,30,34,35,42
492,2,18,19,23,34,36
493,2,18,19,25,26,32
494,2,18,21,27,30,31
495,2,18,22,23,26,36
496,2,18,22,25,39,45
497,2,18,24,25,44,45
498,2,18,25,36,39,43
499,2,18,26,30,41,45
500,2,18,27,40,44,45
501,2,18,35,37,42,44
502,2,19,20,28,35,40
503,2,19,25,29,30,39
504,2,21,24,27,30,34
505,2,21,29,39,42,44
506,2,21,30,32,33,38
507,2,22,24,29,41,43
508,2,22,28,34,38,39
509,2,22,32,38,39,45
510,2,23,25,27,36,38
511,2,23,25,28,33,37
512,2,23,27,32,40,41
513,2,25,26,28,35,37
514,2,26,30,36,42,45
515,2,27,29,30,31,43
516,2,32,33,35,41,44
517,3,4,5,7,19,27
518,3,4,5,10,15,26
519,3,4,5,13,19,38
520,3,4,5,13,21,39
521,3,4,5,19,23,24
522,3,4,6,12,30,36
523,3,4,6,12,43,45
524,3,4,6,14,17,40
525,3,4,6,21,34,45
526,3,4,7,10,22,30
527,3,4,7,11,15,23
528,3,4,7,23,27,38
529,3,4,8,14,22,23
530,3,4,9,26,34,40
531,3,4,10,15,16,23
532,3,4,10,28,29,41
533,3,4,12,14,26,33
534,3,4,12,27,29,33
535,3,4,12,29,30,44
536,3,4,13,15,16,38
537,3,4,13,15,24,28
538,3,4,13,18,29,36
539,3,4,13,19,28,38
540,3,4,15,16,29,36
541,3,4,15,22,34,38
542,3,4,16,25,29,30
543,3,4,16,31,35,37
544,3,4,18,22,35,37
545,3,4,20,34,35,44
546,3,4,26,38,39,44
547,3,4,27,31,35,36
548,3,4,27,32,38,42
549,3,4,29,31,34,41
550,3,5,6,8,25,37
551,3,5,6,14,17,27
552,3,5,6,20,34,44
553,3,5,7,10,11,21
554,3,5,7,20,31,38
555,3,5,7,22,25,31
556,3,5,8,15,32,35
557,3,5,9,14,21,38
558,3,5,9,22,33,38
559,3,5,9,24,40,43
560,3,5,11,19,29,30
561,3,5,11,28,31,42
562,3,5,11,29,40,43
563,3,5,12,15,29,44
564,3,5,12,17,21,25
565,3,5,12,22,25,40
566,3,5,12,35,42,44
567,3,5,12,42,43,44
568,3,5,13,14,22,27
569,3,5,13,15,20,43
570,3,5,13,17,37,38
571,3,5,13,22,26,27
572,3,5,14,17,25,44
573,3,5,14,19,20,45
574,3,5,14,20,28,45
575,3,5,15,23,32,38
576,3,5,16,27,31,39
577,3,5,16,35,39,41
578,3,5,18,27,41,42
579,3,5,19,23,26,44
580,3,5,19,32,34,38
581,3,5,20,29,34,41
582,3,5,23,29,32,34
583,3,5,24,25,29,38
584,3,5,27,31,32,41
585,3,5,30,34,39,40
586,3,6,7,12,26,29
587,3,6,7,29,33,37
588,3,6,8,10,23,42
589,3,6,8,16,31,43
590,3,6,9,24,25,26
591,3,6,10,12,36,44
592,3,6,10,19,36,45
593,3,6,10,24,27,40
594,3,6,11,12,19,42
595,3,6,11,24,34,35
596,3,6,11,32,34,44
597,3,6,13,21,24,41
598,3,6,14,31,32,33
599,3,6,15,27,31,32
600,3,6,15,30,38,39
601,3,6,16,17,28,45
602,3,6,16,22,33,41
603,3,6,16,30,35,41
604,3,6,17,22,27,44
605,3,6,17,24,26,35
606,3,6,17,24,33,45
607,3,6,17,24,37,40
608,3,6,18,25,34,41
609,3,6,18,25,37,38
610,3,6,19,20,22,36
611,3,6,26,29,33,41
612,3,7,8,13,19,27
613,3,7,8,13,32,34
614,3,7,9,10,14,18
615,3,7,9,19,26,27
616,3,7,9,28,32,34
617,3,7,10,13,16,28
618,3,7,10,24,25,42
619,3,7,10,30,37,38
620,3,7,12,14,33,36
621,3,7,12,34,39,40
622,3,7,13,31,34,41
623,3,7,15,20,31,37
624,3,7,18,24,28,37
625,3,7,18,26,28,42
626,3,7,31,35,38,43
627,3,8,9,12,31,40
628,3,8,12,15,29,30
629,3,8,13,14,24,26
630,3,8,13,15,16,25
631,3,8,13,15,32,34
632,3,8,13,16,32,45
633,3,8,13,27,29,33
634,3,8,14,17,32,41
635,3,8,14,23,27,42
636,3,8,14,24,31,45
637,3,8,16,27,28,30
638,3,8,17,18,29,38
639,3,8,17,23,32,40
640,3,8,20,24,25,27
641,3,8,23,26,35,40
642,3,8,23,34,35,42
643,3,9,10,14,18,44
644,3,9,11,18,27,30
645,3,9,12,13,34,39
646,3,9,12,28,42,44
647,3,9,14,18,19,33
648,3,9,14,22,28,37
649,3,9,14,30,32,36
650,3,9,16,27,31,38
651,3,9,19,30,36,39
652,3,9,21,41,42,45
653,3,9,22,38,43,45
654,3,9,30,33,40,41
655,3,9,31,39,42,45
656,3,10,11,13,23,45
657,3,10,11,27,38,45
658,3,10,11,28,32,44
659,3,10,13,14,19,43
660,3,10,15,17,35,45
661,3,10,15,19,20,27
662,3,10,16,27,29,34
663,3,10,17,23,25,36
664,3,10,21,22,43,45
665,3,10,21,23,30,41
666,3,10,21,26,35,41
667,3,11,12,20,21,23
668,3,11,12,22,25,44
669,3,11,15,16,35,39
670,3,11,16,20,39,41
671,3,11,17,20,25,42
672,3,11,19,38,40,44
673,3,11,22,35,36,39
674,3,11,26,34,39,42
675,3,11,28,33,34,38
676,3,11,30,33,38,45
677,3,12,13,15,37,38
678,3,12,14,18,20,41
679,3,12,16,25,41,43
680,3,12,17,25,32,45
681,3,12,19,28,30,43
682,3,12,20,22,34,38
683,3,12,20,27,37,45
684,3,12,21,36,37,42
685,3,12,23,27,40,44
686,3,12,23,36,38,42
687,3,12,26,28,33,37
688,3,12,27,32,36,40
689,3,13,14,15,30,42
690,3,13,14,21,22,35
691,3,13,16,30,31,42
692,3,13,17,25,36,40
693,3,13,17,26,29,31
694,3,13,19,20,26,30
695,3,13,33,36,43,45
696,3,14,15,17,27,31
697,3,14,15,17,33,43
698,3,14,17,23,31,38
699,3,14,19,31,39,41
700,3,14,27,31,37,38
701,3,15,18,21,22,25
702,3,15,22,27,30,36
703,3,15,32,34,39,42
704,3,16,17,25,28,43
705,3,16,17,26,28,40
706,3,16,17,26,32,42
707,3,16,18,23,30,33
708,3,16,19,29,39,43
709,3,16,25,27,37,38
710,3,16,27,29,36,39
711,3,17,23,33,36,44
712,3,18,19,26,29,36
713,3,18,20,24,38,40
714,3,18,28,32,34,44
715,3,18,30,34,37,43
716,3,18,33,39,40,45
717,3,19,31,36,38,40
718,3,19,32,37,40,41
719,3,20,21,23,35,45
720,3,21,24,33,36,37
721,3,21,25,31,34,41
722,3,21,26,32,40,41
723,3,21,34,35,39,43
724,3,22,23,31,34,44
725,3,22,32,35,38,45
726,3,22,34,37,38,45
727,3,23,37,38,42,44
728,3,24,25,31,37,44
729,3,30,31,35,44,45
730,4,5,6,8,10,44
731,4,5,6,9,29,36
732,4,5,6,15,17,28
733,4,5,6,18,22,44
734,4,5,6,21,30,32
735,4,5,7,11,12,42
736,4,5,7,20,29,40
737,4,5,8,12,19,28
738,4,5,8,13,15,33
739,4,5,8,17,29,32
740,4,5,9,12,25,27
741,4,5,9,13,24,33
742,4,5,9,17,23,27
743,4,5,9,17,29,34
744,4,5,9,18,21,39
745,4,5,10,11,27,29
746,4,5,10,23,24,41
747,4,5,10,35,38,39
748,4,5,11,15,19,22
749,4,5,11,21,32,35
750,4,5,11,24,33,41
751,4,5,12,13,28,29
752,4,5,12,17,22,44
753,4,5,12,18,30,32
754,4,5,12,26,34,40
755,4,5,13,27,31,36
756,4,5,14,31,33,34
757,4,5,14,33,37,43
758,4,5,15,27,28,36
759,4,5,16,18,19,41
760,4,5,17,18,27,34
761,4,5,17,41,43,45
762,4,5,18,21,34,35
763,4,5,19,20,39,43
764,4,5,19,21,25,44
765,4,5,20,25,26,28
766,4,6,7,8,39,41
767,4,6,7,10,18,42
768,4,6,8,11,28,38
769,4,6,8,16,21,36
770,4,6,8,24,33,40
771,4,6,9,10,37,42
772,4,6,9,16,31,40
773,4,6,9,18,35,43
774,4,6,9,25,27,32
775,4,6,9,35,40,45
776,4,6,11,30,40,43
777,4,6,12,21,30,40
778,4,6,12,31,32,35
779,4,6,12,32,35,36
780,4,6,13,26,28,29
781,4,6,14,24,26,29
782,4,6,15,18,20,23
783,4,6,15,26,28,29
784,4,6,17,36,39,40
785,4,6,19,32,42,43
786,4,6,21,24,30,34
787,4,6,21,31,32,41
788,4,6,25,34,44,45
789,4,7,8,15,29,30
790,4,7,8,15,31,34
791,4,7,8,32,37,38
792,4,7,9,10,15,17
793,4,7,9,16,29,37
794,4,7,10,13,36,41
795,4,7,10,20,28,44
796,4,7,10,33,43,45
797,4,7,11,16,18,33
798,4,7,11,19,28,40
799,4,7,12,15,40,42
800,4,7,13,18,25,44
801,4,7,13,18,38,41
802,4,7,13,21,25,28
803,4,7,15,18,24,29
804,4,7,18,22,32,34
805,4,7,18,33,35,41
806,4,7,19,26,41,45
807,4,7,25,27,28,32
808,4,7,33,37,40,41
809,4,8,9,10,22,31
810,4,8,9,14,22,40
811,4,8,9,18,20,25
812,4,8,10,15,28,31
813,4,8,10,19,26,27
814,4,8,11,21,28,40
815,4,8,11,22,25,38
816,4,8,13,18,25,30
817,4,8,13,18,32,43
818,4,8,13,20,26,29
819,4,8,15,16,23,41
820,4,8,15,17,24,32
821,4,8,15,19,34,42
822,4,8,15,23,33,34
823,4,8,15,24,26,44
824,4,8,15,34,42,43
825,4,8,16,24,41,42
826,4,8,16,27,30,36
827,4,8,17,27,29,37
828,4,8,18,33,34,38
829,4,8,19,26,35,40
830,4,8,20,30,31,45
831,4,8,21,31,37,38
832,4,8,22,33,40,44
833,4,8,25,27,34,43
834,4,8,25,28,29,38
835,4,8,26,35,36,44
836,4,8,27,29,33,35
837,4,9,10,25,43,45
838,4,9,11,23,41,45
839,4,9,13,28,29,38
840,4,9,14,25,34,40
841,4,9,14,31,36,43
842,4,9,15,17,31,33
843,4,9,15,23,36,43
844,4,9,18,23,25,29
845,4,9,18,28,35,45
846,4,10,11,23,27,41
847,4,10,13,27,28,37
848,4,10,13,29,42,43
849,4,10,17,19,34,39
850,4,10,17,28,34,37
851,4,10,19,23,30,41
852,4,10,21,23,28,34
853,4,10,22,26,36,41
854,4,10,26,27,28,43
855,4,11,12,26,34,40
856,4,11,13,18,21,24
857,4,11,15,16,30,42
858,4,11,15,18,29,31
859,4,11,15,24,42,44
860,4,11,16,26,39,43
861,4,11,18,20,22,34
862,4,11,19,25,34,35
863,4,11,21,38,42,43
864,4,11,24,27,32,37
865,4,11,25,32,35,37
866,4,11,28,31,35,45
867,4,12,13,18,20,25
868,4,12,13,20,25,29
869,4,12,13,24,30,45
870,4,12,13,28,41,43
871,4,12,14,16,17,45
872,4,12,17,26,32,33
873,4,12,19,25,30,39
874,4,12,22,29,42,45
875,4,12,27,32,35,39
876,4,12,35,39,40,42
877,4,13,14,15,42,45
878,4,13,15,27,32,34
879,4,13,16,19,22,28
880,4,13,17,19,35,42
881,4,13,18,27,31,45
882,4,13,19,32,33,39
883,4,13,20,26,31,32
884,4,13,21,28,40,41
885,4,13,26,29,34,35
886,4,13,26,32,36,42
887,4,14,17,25,26,40
888,4,14,17,31,39,44
889,4,14,21,23,30,44
890,4,14,26,29,34,40
891,4,14,29,31,38,42
892,4,15,16,33,38,42
893,4,15,17,18,34,36
894,4,15,19,21,22,29
895,4,15,19,31,35,37
896,4,15,21,25,26,40
897,4,15,31,34,37,39
898,4,15,33,35,36,43
899,4,15,33,37,39,41
900,4,16,19,24,25,37
901,4,16,21,23,32,36
902,4,16,21,27,30,38
903,4,16,21,28,33,35
904,4,16,24,25,36,37
905,4,16,24,28,30,35
906,4,16,24,37,42,44
907,4,16,37,40,43,44
908,4,17,19,25,28,44
909,4,17,19,26,35,40
910,4,17,19,29,35,36
911,4,17,24,25,34,36
912,4,17,24,27,28,30
913,4,17,25,35,42,43
914,4,17,27,28,36,42
915,4,17,27,32,38,43
916,4,17,29,35,38,44
917,4,18,20,37,38,43
918,4,18,22,30,32,35
919,4,18,23,29,36,45
920,4,18,31,35,39,45
921,4,19,23,24,37,44
922,4,19,24,32,33,35
923,4,19,31,32,33,44
924,4,19,33,34,35,44
925,4,20,21,26,31,41
926,4,20,25,28,31,37
927,4,20,36,39,40,45
928,4,21,22,23,28,29
929,4,22,24,30,35,45
930,4,23,24,26,35,36
931,4,24,31,36,40,45
932,4,26,27,30,41,43
933,4,27,29,35,38,43
934,4,27,36,37,38,42
935,4,28,31,39,44,45
936,4,29,31,34,38,43
937,4,29,35,39,41,44
938,4,31,36,38,39,45
939,4,35,40,42,44,45
940,5,6,7,14,27,35
941,5,6,7,17,24,37
942,5,6,9,16,17,30
943,5,6,10,12,30,45
944,5,6,10,22,28,42
945,5,6,11,14,15,28
946,5,6,11,19,31,35
947,5,6,11,19,36,38
948,5,6,11,20,36,44
949,5,6,11,22,31,42
950,5,6,11,23,33,40
951,5,6,11,25,43,45
952,5,6,12,27,29,39
953,5,6,13,17,32,38
954,5,6,14,23,33,36
955,5,6,15,17,20,29
956,5,6,16,17,37,39
957,5,6,16,24,25,39
958,5,6,16,34,37,42
959,5,6,17,20,24,44
960,5,6,19,24,26,29
961,5,6,20,37,40,45
962,5,6,24,26,35,38
963,5,7,8,11,34,45
964,5,7,8,12,13,31
965,5,7,10,18,30,32
966,5,7,12,16,25,43
967,5,7,12,17,18,31
968,5,7,12,20,35,44
969,5,7,15,29,40,44
970,5,7,16,27,32,45
971,5,7,17,21,25,34
972,5,7,17,24,25,45
973,5,7,18,20,37,40
974,5,7,24,29,36,39
975,5,7,27,31,33,42
976,5,8,9,23,28,41
977,5,8,10,11,32,43
978,5,8,10,12,16,39
979,5,8,11,24,32,35
980,5,8,12,14,34,42
981,5,8,12,16,30,38
982,5,8,14,25,37,43
983,5,8,15,27,29,33
984,5,8,17,19,26,35
985,5,8,18,19,24,35
986,5,8,21,37,38,44
987,5,8,25,36,40,44
988,5,9,10,30,34,41
989,5,9,11,14,20,43
990,5,9,12,17,28,45
991,5,9,12,28,32,39
992,5,9,13,27,29,32
993,5,9,14,17,24,28
994,5,9,14,22,40,45
995,5,9,14,29,37,39
996,5,9,14,32,34,43
997,5,9,15,16,30,39
